User,Credit Policty,Loan Purpose,Interest Rate,Installment,DTI,Days with Credit Line,Revolving Bal,Revol_Util,Inq Last 6mos,Delinq 2yrs,Public Record,Not Fully Paid
323,0,Debt Consolidation,0.1596,505.98,13.78,3990,9942,87.2,2,2,0,0
324,0,Debt Consolidation,0.1533,313.45,21.9,6180,13025,28.4,3,0,0,0
325,0,All Other,0.1565,524.77,8.73,4229.041667,3193,59.1,3,2,0,1
326,0,Debt Consolidation,0.1565,524.77,11.54,1920.041667,9603,96.5,5,0,0,0
327,0,Small Business,0.1754,748.08,14.71,5099,4668,55.6,2,1,0,1
328,0,All Other,0.1312,202.52,6.95,3510.041667,1189,79.3,0,0,0,0
329,0,Debt Consolidation,0.1628,564.73,7.96,3929,13614,70.9,3,0,0,0
330,0,Debt Consolidation,0.1691,154.9,27.15,3450.041667,2012,100.6,0,0,0,0
331,1,Debt Consolidation,0.1774,720.42,19.85,4080.041667,34863,90.8,1,0,1,0
332,1,Small Business,0.2121,755.69,5.72,1440,500,83.3,1,0,0,0
333,1,Debt Consolidation,0.1496,173.23,14.69,4800.041667,11886,90,0,0,0,0
334,1,Major Purchase,0.1357,118.89,16.05,7080.041667,10977,70.8,0,0,2,0
335,1,Debt Consolidation,0.1531,348.16,16.33,10845,17768,65.8,1,0,1,0
336,1,Major Purchase,0.167,106.51,13.41,4650,2041,72.9,0,0,0,0
337,1,Debt Consolidation,0.1392,85.35,16.54,3690,2271,87.3,1,1,0,0
338,1,All Other,0.1635,247.31,3.73,1860,3722,93,0,0,0,0
339,1,Home Improvement,0.1426,222.99,16.38,3990,1562,57.9,3,0,1,1
340,1,Debt Consolidation,0.1357,84.93,7.89,8460,1243,17.8,2,0,0,1
341,1,Debt Consolidation,0.1461,344.76,10.22,4530.041667,10274,76.1,1,0,0,0
342,1,Debt Consolidation,0.1739,860.34,15,9720.041667,6759,27.8,0,3,0,0
343,1,Debt Consolidation,0.1739,358.48,22.35,14580,19099,99,1,0,1,0
344,1,All Other,0.1426,274.45,22.46,4110.041667,3527,84,3,0,0,0
345,1,All Other,0.1461,96.54,3.14,15990,709,22.9,0,0,0,0
346,1,Debt Consolidation,0.1809,904.88,16.37,5106,22792,76.7,2,0,0,0
347,0,Debt Consolidation,0.16,316.42,16.07,5370,20916,37.2,6,0,0,0
348,0,All Other,0.1531,139.27,8.34,3810.041667,1151,9.8,6,0,0,0
349,0,Debt Consolidation,0.1565,209.92,22.45,6150,6740,37.7,4,0,0,0
350,0,Debt Consolidation,0.2086,300.85,17.12,8903.041667,53338,41.3,6,1,0,0
351,0,All Other,0.1461,172.38,6.36,11040.04167,4680,20.3,4,0,0,0
352,0,Home Improvement,0.1739,172.07,13.76,5430,8957,40.3,8,0,0,0
353,0,Debt Consolidation,0.1565,332.37,18.72,1800,7888,59.8,5,0,1,0
354,0,Debt Consolidation,0.1739,716.95,21.58,4890.041667,24599,64.1,4,0,0,0
355,0,Educational,0.1461,168.93,2.63,3180.041667,3288,74.7,5,0,0,0
356,0,All Other,0.1496,225.2,9.66,4200.041667,21506,84,4,0,0,0
357,0,All Other,0.1496,86.62,11.21,2040.041667,11196,31.9,5,0,0,1
358,0,All Other,0.1531,167.12,24.39,4110.041667,35122,91.5,4,0,0,0
359,0,All Other,0.1635,211.98,10.6,2791.041667,4511,63.5,4,0,0,0
360,0,Home Improvement,0.1843,436.44,0,6905,0,0,6,0,0,1
361,0,Home Improvement,0.1531,87.04,22.82,4110.041667,59509,85.8,5,0,0,0
362,1,Debt Consolidation,0.1222,246.57,13.16,4529.958333,10832,56.1,3,0,1,0
363,1,Major Purchase,0.1317,212.79,18.95,6329.958333,7595,87.3,0,0,0,0
364,1,Debt Consolidation,0.1222,236.57,11.75,2850,29735,67.3,1,0,0,0
365,1,Debt Consolidation,0.1191,87.91,19.77,4559.958333,10679,55.3,1,0,1,0
366,1,Debt Consolidation,0.1222,193.26,14.84,3240,7440,89.6,0,0,0,0
367,1,Major Purchase,0.1222,145.78,17.63,2550,7474,35.8,2,1,0,0
368,1,All Other,0.1222,79.97,22.36,5580,12785,77.2,2,0,0,0
369,0,Debt Consolidation,0.1551,438.2,19.73,6210,26066,98,13,0,1,1
370,0,Debt Consolidation,0.1583,526.1,17.28,5400,11096,92.2,2,0,1,1
371,0,Debt Consolidation,0.1425,171.5,21.5,4349,4473,106.5,7,0,1,1
372,0,Debt Consolidation,0.1387,71.65,18.37,3720,1935,77.4,2,0,0,0
373,0,Debt Consolidation,0.1829,849.38,8.54,9361.041667,0,0,2,0,0,0
374,0,Debt Consolidation,0.145,289.14,16.68,3360,11783,94.3,0,0,0,0
375,0,Debt Consolidation,0.1829,352.1,25.5,3420.041667,13243,98.1,0,0,0,0
376,0,Debt Consolidation,0.1829,435.58,25.26,4590.041667,13560,57.2,3,0,0,0
377,0,Debt Consolidation,0.1766,620.7,20.44,6899,28776,51.9,7,0,0,1
378,1,Educational,0.1322,162.25,11.98,1949.958333,2523,40,0,0,0,0
379,1,Debt Consolidation,0.1316,261.72,17.54,2721.958333,4034,67.2,0,0,0,0
380,1,Debt Consolidation,0.1531,522.23,21.36,2161,10872,86.3,0,0,0,0
381,1,Debt Consolidation,0.1392,177.52,8.09,3720,6194,53.4,0,0,0,0
382,1,Debt Consolidation,0.1229,281.84,0.13,1293.041667,8747,51.8,1,0,0,0
383,1,Debt Consolidation,0.1324,338.1,18.2,4620.041667,12008,54.2,3,1,0,0
384,1,Debt Consolidation,0.1324,507.15,10.03,4110,9288,71.4,0,0,0,0
385,1,Debt Consolidation,0.1292,336.56,6.74,2609,7067,65.8,0,0,0,0
386,1,Debt Consolidation,0.164,636.39,24.03,4290.041667,28846,57.9,1,0,0,1
387,1,All Other,0.1166,115.69,12.38,7530.041667,0,0,0,2,0,0
388,1,All Other,0.1324,405.72,14.4,3720,768,64,2,0,0,0
389,1,Debt Consolidation,0.157,525.17,20.44,5490,28511,56.7,1,0,0,0
390,1,Debt Consolidation,0.1324,540.96,11.73,3210,5671,55.1,0,0,0,0
391,1,Debt Consolidation,0.1229,100.06,13.28,4320,2940,27.7,1,2,0,0
392,1,Debt Consolidation,0.1482,691.55,14.69,4439.958333,29292,60.4,1,0,0,0
393,1,Debt Consolidation,0.1343,523.78,17.4,10380.04167,18403,73.3,0,1,0,0
394,1,Debt Consolidation,0.1362,316.99,21.88,1601.041667,7429,82.5,0,0,0,0
395,1,Small Business,0.1204,126.29,12.5,3300,29736,80.2,3,0,0,0
396,1,All Other,0.1172,72.78,17.2,1410,4863,69.5,0,1,0,0
397,1,All Other,0.1141,16.47,3.69,8820,12229,90.6,0,0,1,0
398,1,Debt Consolidation,0.1488,692.14,7.11,3899.041667,15773,95,0,0,0,1
399,1,Debt Consolidation,0.1425,514.49,19.05,6209,14036,64.4,0,0,0,0
400,1,Debt Consolidation,0.1299,370.59,17.94,3269,17771,52.1,2,0,0,1
401,1,Debt Consolidation,0.1362,381.58,19.52,4412,16670,71.7,0,0,0,0
402,1,Debt Consolidation,0.1393,527.52,19.71,2490,12032,87.2,3,0,1,1
403,1,Debt Consolidation,0.1355,343,15.82,3539.041667,18485,65.3,1,0,1,1
404,1,Debt Consolidation,0.1261,167.54,4.56,4799,3389,47.1,2,0,1,0
405,1,Debt Consolidation,0.1482,587.82,20.12,8250.041667,32406,91.8,1,4,0,0
406,1,Debt Consolidation,0.1261,254.65,4.62,5129,7897,47.9,1,0,0,0
407,1,Debt Consolidation,0.145,663.47,9.86,2940,8731,56.7,1,0,0,1
408,1,Debt Consolidation,0.1513,173.65,21.32,3600.041667,22210,98.3,0,0,0,0
409,1,Debt Consolidation,0.1493,519.47,24.8,5580,36002,71.3,1,1,0,0
410,1,Debt Consolidation,0.1399,410.08,10.11,4830,15043,76,1,0,0,0
411,1,Debt Consolidation,0.1399,307.56,10.71,4590,3015,82.2,0,0,0,0
412,1,Home Improvement,0.143,411.89,20.87,3269.958333,12089,64.6,0,0,0,0
413,1,Educational,0.143,34.33,15.04,3330,6553,96,3,0,0,0
414,1,Debt Consolidation,0.1525,556.61,11.48,4920,16052,88.2,3,0,0,1
415,1,Debt Consolidation,0.1399,340.88,4.15,3960,11574,75.6,1,0,0,0
416,1,All Other,0.1367,136.08,14,3000.041667,5617,87.8,0,0,0,1
417,1,All Other,0.1367,170.09,16.29,2160,4373,81,0,0,2,0
418,1,Home Improvement,0.1493,242.42,11.77,1170.041667,12597,63,1,0,0,0
419,1,All Other,0.1904,458.46,5.84,6210,13363,99,1,1,0,1
420,1,All Other,0.1336,101.61,17.46,1860.041667,4922,65.6,0,0,0,0
421,1,Home Improvement,0.1367,217.72,16.35,9030,6713,59.9,0,1,0,0
422,1,Debt Consolidation,0.162,211.54,14.91,4621,3234,98,3,0,0,0
423,1,Home Improvement,0.1588,491.37,20.67,6000.041667,69937,97.8,1,0,0,0
424,1,Debt Consolidation,0.1557,270.83,23.12,1200.041667,7333,71.9,3,0,0,0
425,1,Debt Consolidation,0.1557,681.43,14.57,6030.041667,15563,50.9,1,1,0,0
426,1,Debt Consolidation,0.1746,897.06,3.94,4530.041667,31852,80.6,3,1,0,1
427,1,Home Improvement,0.1505,416.3,11.85,4410,28218,85,2,0,0,0
428,1,Debt Consolidation,0.16,316.42,15.75,2640.041667,13072,90.2,0,0,0,0
429,1,Debt Consolidation,0.1568,280.02,22.49,4710,45496,62.7,2,0,0,0
430,1,Home Improvement,0.1411,164.3,10.64,5940.041667,17965,79.5,1,0,0,0
431,1,Debt Consolidation,0.1632,529.71,6.55,4050,22783,93.7,3,1,0,0
432,1,Debt Consolidation,0.1461,517.13,6.74,5222,306,38.2,1,3,0,0
433,1,Debt Consolidation,0.1287,53.82,12.14,1980,10591,32.8,0,0,0,0
434,1,Debt Consolidation,0.1357,391.49,17.92,3390,11386,55.5,0,0,0,1
435,0,Debt Consolidation,0.1312,226.98,13.16,5880,5513,88.9,9,0,1,1
436,0,Debt Consolidation,0.1501,693.45,3.11,3570,7883,59.3,6,1,0,1
437,0,Educational,0.1438,412.37,6.48,1140,1464,83.7,12,0,0,0
438,0,All Other,0.1091,98.09,4.62,359,0,0,0,0,0,0
439,0,All Other,0.1375,102.17,23.61,1049.958333,15123,54.4,2,0,0,0
440,0,All Other,0.1122,131.38,1.67,1289.958333,74,37,4,0,0,0
441,0,Debt Consolidation,0.1122,131.38,15.27,2700,3323,32.6,4,0,0,0
442,0,All Other,0.1154,98.99,18.26,2670,1393,43.5,7,0,0,0
443,0,All Other,0.1154,164.98,10.36,6839.958333,15301,46.8,7,1,0,0
444,0,Debt Consolidation,0.1393,102.44,3.9,390,1437,79.8,0,0,0,1
445,1,Debt Consolidation,0.1387,477.61,20.45,2675,20065,66,2,0,0,0
446,1,Debt Consolidation,0.1229,366.89,11.6,1500,10765,60.5,2,0,0,0
447,1,Debt Consolidation,0.1197,249,10.94,1920,6450,70.9,3,0,0,0
448,1,Major Purchase,0.1229,400.24,8.81,2340.041667,15486,33.1,1,0,0,0
449,1,Debt Consolidation,0.1324,444.6,20.66,4620.041667,2796,38.8,2,0,0,0
450,1,Debt Consolidation,0.1355,373.56,22.75,2730.041667,10211,96.3,0,0,0,0
451,1,All Other,0.1134,98.7,7.72,1680,0,53,1,0,0,1
452,1,Debt Consolidation,0.1292,168.28,21.04,2910.958333,13073,55.9,3,0,0,1
453,0,Educational,0.1122,82.11,0.4,1590,174,9.2,7,1,0,0
454,0,Small Business,0.1343,508.53,19.44,4860.041667,15973,31.6,8,3,0,1
455,0,Debt Consolidation,0.1122,164.22,7.4,3360.041667,2695,29.9,8,0,0,1
456,0,Debt Consolidation,0.1438,675.23,21.03,5160.041667,52316,83.7,11,1,1,0
457,0,Debt Consolidation,0.128,503.97,17.87,6989.041667,275925,84.8,0,1,0,0
458,0,Debt Consolidation,0.1312,337.52,20.06,6989.041667,275925,84.8,0,1,0,0
459,0,All Other,0.1059,78.11,5.7,3150.041667,3613,103.2,1,1,0,0
460,0,All Other,0.1172,35.57,19.2,1200.041667,5168,84.1,4,0,0,0
461,0,Small Business,0.1204,232.64,14.55,4290,7180,34.4,4,0,0,1
462,1,Debt Consolidation,0.1774,720.42,2.87,4290.958333,9603,51.9,0,1,0,1
463,1,Home Improvement,0.167,710.03,24.6,1748.958333,0,49.63,1,0,0,1
464,1,Debt Consolidation,0.1347,360.43,22.09,6713.041667,13846,71,2,0,1,0
465,1,Home Improvement,0.1028,97.2,0,3779.958333,0,0,0,1,0,0
466,1,Small Business,0.1501,225.37,6.45,6240,56411,75.3,0,0,0,1
467,1,Debt Consolidation,0.1375,263.09,9.8,3089.958333,12231,81,3,0,0,1
468,1,Small Business,0.0996,38.7,1.13,1920,613,76.6,2,0,0,0
469,1,Small Business,0.1091,192.09,19.82,4290,30597,89.5,1,1,0,0
470,1,Small Business,0.1091,294.27,17.17,3840.041667,7570,82.3,0,0,0,0
471,1,All Other,0.1122,315.3,14.6,3630,133,4.2,1,0,0,0
472,1,Debt Consolidation,0.1399,273.39,11.98,5160.041667,6372,95.7,1,0,0,0
473,1,All Other,0.1367,102.06,2.57,3120.041667,1864,44.4,0,2,0,0
474,1,Debt Consolidation,0.1505,520.37,10.63,4470.041667,14761,77.3,0,1,0,0
475,0,All Other,0.1407,239.49,14.92,3720,0,0,1,2,0,0
476,0,Debt Consolidation,0.1375,272.46,13.2,1110,6014,72.5,3,0,0,0
477,1,Home Improvement,0.1635,247.31,17.19,10620,0,33.29,0,3,0,0
478,1,Debt Consolidation,0.1565,510.8,18.73,4440.041667,31485,58.6,0,0,0,1
479,1,Debt Consolidation,0.1774,792.47,22.81,9329.958333,11328,39.9,2,1,0,0
480,1,Educational,0.1565,122.46,12,9479.958333,2383,95.3,0,1,0,0
481,1,Debt Consolidation,0.1531,278.53,8.2,1860,7979,48.7,0,1,0,0
482,1,Major Purchase,0.1913,918.02,18.54,4890,46031,77.4,1,1,0,1
483,1,Debt Consolidation,0.1426,34.31,24.61,2554,7153,53.4,0,1,0,0
484,1,Debt Consolidation,0.1635,551.14,14.45,4020,22689,84,0,0,0,0
485,1,Debt Consolidation,0.1461,165.49,8.81,8220,5993,70.5,0,1,1,0
486,1,Debt Consolidation,0.1496,216.54,20.69,4110,18270,75.8,0,0,0,0
487,1,Debt Consolidation,0.1461,110.33,16.44,4709.958333,5843,72.1,1,1,0,0
488,1,Debt Consolidation,0.1809,506.74,11.73,1140,15767,93.1,1,0,0,0
489,1,Debt Consolidation,0.16,168.76,6.06,5010,72289,97.2,0,0,0,0
490,1,Debt Consolidation,0.2121,746.24,19.87,7920,90063,79.6,1,0,0,1
491,1,All Other,0.1496,164.57,22.36,2850,275,3.2,3,1,0,1
492,1,Debt Consolidation,0.1531,313.34,6.74,3510,3094,60.7,0,0,0,0
493,1,All Other,0.1461,41.38,16.35,1800,7774,55.9,0,0,1,0
494,1,Major Purchase,0.16,562.52,20.6,4110.041667,10441,50.7,2,2,0,1
495,1,Small Business,0.1878,91.37,2.79,3720.041667,2601,40.6,2,1,1,0
496,1,Debt Consolidation,0.1565,237.91,22.71,1620.041667,8159,55.4,2,0,0,0
497,0,Debt Consolidation,0.1786,432.99,12.83,2878.958333,4157,96.7,12,0,1,1
498,0,Debt Consolidation,0.1375,204.34,8.4,543.9583333,1421,71.7,3,0,0,0
499,0,Debt Consolidation,0.1501,332.84,15.33,6418.958333,22158,80.7,10,2,1,0
500,0,All Other,0.1312,168.76,5.36,299.9583333,2486,82.9,0,0,0,1
501,0,Educational,0.1628,423.55,11.53,900,11134,77.5,6,0,0,1
502,1,Debt Consolidation,0.1565,587.77,23.65,1890,19333,61.2,2,0,0,0
503,1,Major Purchase,0.1392,136.55,18.45,5940.041667,7094,51.4,0,0,0,0
504,1,Debt Consolidation,0.16,682.06,12.6,4771.041667,8907,26.7,3,1,0,0
505,1,Debt Consolidation,0.1635,229.64,11.41,2970.041667,7453,95.6,0,0,1,0
506,1,Debt Consolidation,0.1565,419.84,8.21,3630,33266,92.9,0,0,0,0
507,1,All Other,0.1392,153.62,24.6,2582.041667,1355,36.6,2,0,0,0
508,1,Debt Consolidation,0.1426,240.15,11.13,3360.041667,6227,89,1,0,0,0
509,1,Educational,0.1459,413.58,15.36,7610,30232,67.3,0,2,0,0
510,1,Debt Consolidation,0.1392,136.55,15.76,5130,4007,54.9,1,0,0,0
511,1,Major Purchase,0.1843,872.88,7.09,6120,58222,39,1,0,0,1
512,1,Debt Consolidation,0.1461,206.86,16.67,2310.041667,7367,79.8,2,0,0,0
513,1,Debt Consolidation,0.1774,720.42,23.17,7170.041667,24390,64,0,0,0,0
514,1,Debt Consolidation,0.16,351.58,21.01,8100,37398,89.3,3,1,0,0
515,1,Debt Consolidation,0.1461,120.67,5.24,3360.041667,1418,28.9,2,0,0,1
516,1,Debt Consolidation,0.1531,174.08,9.06,5250.041667,9523,75,0,0,0,0
517,1,Educational,0.1531,174.08,22.57,2250,4533,76.8,1,0,0,0
518,1,Major Purchase,0.1426,51.46,15.97,8220.041667,16964,77.8,1,0,0,0
519,1,Debt Consolidation,0.16,492.21,19.16,6540,11018,82.2,1,0,0,0
520,1,All Other,0.1645,141.51,16.88,1597.041667,4701,72.3,0,0,0,0
521,1,Debt Consolidation,0.167,213.01,0.76,3330,981,89.2,0,0,0,1
522,1,Debt Consolidation,0.16,527.36,11.13,4080,14337,56.4,2,2,0,0
523,1,Educational,0.1496,277.16,5.65,4381,12080,74.1,1,2,1,0
524,1,Educational,0.1496,45.05,16,6750.041667,8856,90,0,3,0,0
525,1,Debt Consolidation,0.1537,261.35,7.09,5850,25908,97.4,1,0,1,0
526,1,Debt Consolidation,0.1505,346.92,11.92,4020,29482,80.3,1,0,0,1
527,1,Educational,0.1505,86.73,16.3,3600,16242,95.5,0,0,0,0
528,1,All Other,0.1726,751.47,13.38,5646.958333,0,0,1,3,0,0
529,1,Major Purchase,0.1411,328.6,12.72,5309.958333,11265,39,0,2,0,0
530,1,Debt Consolidation,0.1426,171.53,18.57,4619.958333,10883,27.2,2,0,0,0
531,1,Debt Consolidation,0.1347,67.85,14.64,6809.958333,11821,33.7,0,1,0,0
532,1,Major Purchase,0.1411,189.98,21.58,3119.958333,13594,63.5,2,0,0,0
533,1,All Other,0.1316,42.22,21.33,2039.958333,1638,71.2,1,1,0,1
534,1,Debt Consolidation,0.1411,316.62,19.9,4949.958333,978,27.2,0,3,0,0
535,1,Debt Consolidation,0.1663,248.29,8.32,2760.958333,6082,96.5,1,2,0,0
536,1,All Other,0.1426,247.01,18.13,1835,39236,63.4,1,0,0,0
537,1,Major Purchase,0.1496,34.65,18.26,1410,3150,54.3,0,0,0,0
538,1,Debt Consolidation,0.1531,409.08,22.51,3878.958333,32470,87.5,3,0,0,0
539,1,Debt Consolidation,0.1426,54.89,16.15,2670,1587,41.8,2,0,0,0
540,1,Debt Consolidation,0.1392,160.45,21.6,5550,2960,82.2,0,0,1,0
541,1,Major Purchase,0.16,467.6,4.6,1709.958333,11086,79.2,0,0,0,0
542,1,Debt Consolidation,0.1843,363.7,12.51,2580,12337,96.4,0,0,0,0
543,1,Debt Consolidation,0.1635,628.86,19.23,3630,20300,78.7,1,0,0,0
544,1,Debt Consolidation,0.1304,269.71,5.7,8249.958333,8033,73,0,0,0,0
545,1,Educational,0.1241,185.43,11.73,3539.958333,1212,22.9,3,0,0,1
546,1,All Other,0.1078,79.96,14.84,4140.041667,9973,33.8,0,0,0,0
547,1,Debt Consolidation,0.1204,498.51,17.95,2609,16502,63,0,0,0,0
548,1,Debt Consolidation,0.152,730.04,21.84,2640.041667,27839,72.7,0,1,0,0
549,1,Debt Consolidation,0.1172,413.51,11.9,2970,8375,91,3,0,0,0
550,1,Debt Consolidation,0.1299,539.03,14.82,8159.041667,13115,42.3,2,2,0,0
551,1,Debt Consolidation,0.1172,82.71,19.29,4319,7180,34.4,3,0,0,1
552,1,Debt Consolidation,0.1204,498.51,14.32,4439,25988,98.8,1,0,0,0
553,1,Debt Consolidation,0.1109,157.36,11.37,2729.041667,15564,56.6,1,0,0,0
554,1,Debt Consolidation,0.1236,300.48,21.8,5069,13686,48.7,1,0,0,0
555,1,Debt Consolidation,0.1355,589.2,18.52,4800,18966,70.5,2,0,0,0
556,1,Debt Consolidation,0.1166,90.07,14.45,2609,11788,24.7,3,0,0,0
557,1,Debt Consolidation,0.1704,249.72,23.39,3989.958333,4908,34.6,0,2,0,0
558,1,Debt Consolidation,0.1739,645.26,11.84,1591,12798,93.2,1,0,0,1
559,1,Debt Consolidation,0.1357,84.93,19.9,2550,2610,27.8,1,0,0,1
560,1,Debt Consolidation,0.1426,171.53,19.53,3780,36934,86.3,2,0,0,1
561,1,Debt Consolidation,0.16,450.02,15.24,1440,15864,62.5,1,0,0,0
562,1,Debt Consolidation,0.1704,517.28,12.98,3900,2057,89.4,0,0,0,1
563,1,All Other,0.1531,348.16,14.31,2789.958333,980,32.7,3,0,0,1
564,1,Debt Consolidation,0.1461,379.23,12,8639.958333,9311,40.5,0,0,0,0
565,0,Debt Consolidation,0.145,344.21,6.13,13740,9060,78.1,1,0,0,0
566,0,Major Purchase,0.1734,182.7,26.78,1980,12061,89.3,8,0,0,0
567,0,Major Purchase,0.1797,503.22,24.71,6870,28570,93.7,7,0,0,1
568,0,All Other,0.1355,183.39,3.11,5879.958333,4383,54.8,5,0,0,1
569,1,All Other,0.1645,530.67,11.02,7830.041667,16478,84.9,0,0,0,0
570,1,Debt Consolidation,0.157,350.11,23.63,5850,10586,63.8,0,2,0,0
571,1,Debt Consolidation,0.1719,303.85,7.86,2730.041667,15350,84,3,1,0,0
572,1,Major Purchase,0.157,350.11,3.29,6960,4322,86.4,0,0,4,0
573,1,Debt Consolidation,0.209,771.28,24.52,3660,16491,99.9,1,1,0,1
574,1,All Other,0.1533,278.63,8.47,2389.041667,5618,65.3,2,0,0,0
575,1,Debt Consolidation,0.157,350.11,21.73,2550,12421,77.1,0,0,0,0
576,1,All Other,0.1496,242.53,9.65,3540.041667,12392,73.8,1,0,0,1
577,1,All Other,0.1682,53.35,3.16,1440,2761,83.7,0,0,0,0
578,1,Debt Consolidation,0.1793,238.38,2.34,5880,7261,84.4,3,0,0,0
579,1,All Other,0.1459,121.49,18.9,8370,6968,60.1,0,0,1,0
580,1,Home Improvement,0.157,280.09,7.36,4770,10973,87.8,0,1,0,1
581,1,Debt Consolidation,0.1537,519.21,16.89,3809.958333,15586,83.3,0,0,0,0
582,1,All Other,0.16,351.58,11.85,2639.958333,12125,69.3,2,0,0,0
583,1,Major Purchase,0.1505,104.08,18.95,2370,4285,44.6,3,1,0,0
584,1,Debt Consolidation,0.16,421.89,11.33,2730,11660,67,2,0,0,0
585,1,Home Improvement,0.1568,192.51,11.42,3779.958333,10311,88.9,0,1,1,0
586,1,Debt Consolidation,0.1537,139.39,1.91,2760,370,21.8,1,0,0,0
587,1,Debt Consolidation,0.1758,503.19,21.93,3570,18991,95,0,0,1,0
588,1,Home Improvement,0.1635,254.37,8.97,6329.958333,10085,33.5,3,0,0,0
589,1,Debt Consolidation,0.16,351.58,20.2,4169.958333,25274,93.6,0,0,0,0
590,1,Debt Consolidation,0.1726,465.2,16.08,3180,27431,83.1,1,0,0,0
591,1,Debt Consolidation,0.1537,348.47,24.21,1728,13212,71,1,0,0,0
592,1,Home Improvement,0.1442,82.52,9.69,7680,85359,72,0,1,0,0
593,1,Debt Consolidation,0.1442,247.56,13.86,2970,16364,54.5,0,1,0,0
594,1,Debt Consolidation,0.1537,317.11,4.97,2639.958333,10971,67.7,0,0,0,0
595,1,Major Purchase,0.1379,51.12,9.51,4949.958333,22189,83.7,3,0,0,0
596,1,Debt Consolidation,0.1411,102.69,1.22,3449.958333,443,15.8,1,1,0,0
597,1,Small Business,0.1505,346.92,5.99,3840.958333,6204,27.8,1,0,0,0
598,1,Educational,0.1632,130.66,13.07,1501,5635,97.2,0,0,0,0
599,1,Debt Consolidation,0.1695,748.17,14.76,7637,23738,71.3,1,0,0,1
600,1,All Other,0.1411,205.38,7.98,2009.958333,2122,58.9,1,2,0,0
601,1,Debt Consolidation,0.1531,163.64,8.56,1920,1089,90.7,0,1,0,0
602,1,Debt Consolidation,0.1322,162.25,15.6,2013.958333,9090,58.3,0,0,0,0
603,1,All Other,0.1426,34.31,13.54,8099,2252,86.6,1,0,0,0
604,0,Debt Consolidation,0.1722,661.61,9.76,3690,8731,38.1,0,0,0,0
605,0,Debt Consolidation,0.152,208.59,18.53,3270,6970,76.6,4,1,0,1
606,0,Debt Consolidation,0.1488,207.64,15.75,2279.041667,11638,73.7,4,1,0,0
607,0,Small Business,0.1576,300.46,22.53,2609,2066,18.1,4,0,0,0
608,0,Home Improvement,0.1545,418.64,9.74,4860.041667,13665,49.9,3,0,0,1
609,0,Debt Consolidation,0.1355,81.51,7.98,1889,182,60.7,6,0,0,0
610,0,All Other,0.1797,650.48,15.97,6242,64851,78.4,2,0,0,0
611,1,Debt Consolidation,0.1292,154.82,20.33,1770,20853,43.4,2,0,0,0
612,1,Small Business,0.1418,342.66,20.77,2626.958333,59106,62.3,0,0,0,0
613,1,All Other,0.1292,195.21,18.01,2249.958333,7423,53.4,0,0,0,1
614,1,All Other,0.1166,57.85,4.51,2130,6487,53.6,3,0,0,0
615,1,Small Business,0.06,231.03,14.07,2910,15885,46.9,1,1,0,0
616,1,Small Business,0.1355,254.7,21.51,3870,17590,86.2,1,0,0,1
617,1,Debt Consolidation,0.1261,251.3,17.8,5612.958333,12893,76.7,0,1,0,0
618,1,Home Improvement,0.1229,163.43,2.19,2190,6459,23.8,1,0,0,0
619,1,Debt Consolidation,0.1166,138.82,8.51,4559.958333,20487,94,0,0,0,0
620,1,Educational,0.1166,132.21,3.45,3719.958333,3060,21.7,0,1,0,0
621,1,All Other,0.1635,229.64,8.74,1259.958333,6467,82.9,3,0,0,0
622,1,Home Improvement,0.1426,229.85,10.08,4860,6007,34.1,0,1,0,0
623,1,Debt Consolidation,0.16,140.63,14.61,4919.958333,1478,73.9,1,0,0,0
624,1,Debt Consolidation,0.1229,250.15,1.68,1259.958333,2871,7.9,2,3,0,0
625,1,Home Improvement,0.1229,250.15,3.18,3540,56481,61.7,0,0,1,0
626,1,Major Purchase,0.1229,100.06,1.71,2610,1487,45.1,0,0,0,1
627,1,Debt Consolidation,0.1261,201.04,19.92,1800,3211,78.3,2,0,0,1
628,1,Debt Consolidation,0.1191,159.23,7.98,5729.958333,11689,89.2,0,0,0,0
629,1,All Other,0.1191,66.35,16.03,2339.958333,874,21.8,3,0,0,0
630,1,Debt Consolidation,0.1411,171.15,12.11,2700.041667,10523,57.8,0,1,0,0
631,1,Debt Consolidation,0.1537,522.7,5.84,2460,20800,88.1,1,0,0,0
632,1,Debt Consolidation,0.1474,486.11,11.42,2940,2698,21.4,3,3,0,0
633,1,All Other,0.1411,273.84,12.59,1650.041667,6844,75.2,2,0,0,0
634,1,Debt Consolidation,0.1474,518.06,22.1,4934.041667,23535,66.7,2,0,1,1
635,1,Debt Consolidation,0.1411,342.29,14.45,8940.041667,10942,57,0,0,0,0
636,1,All Other,0.1411,410.75,7.21,3030.041667,7887,37.2,0,0,0,0
637,1,Debt Consolidation,0.1347,191.67,6.18,4950.041667,5333,47.2,1,1,0,0
638,1,Debt Consolidation,0.1632,529.71,9.77,6633,15080,90.3,3,1,0,0
639,1,All Other,0.1474,207.23,12.45,2970,3633,44.9,2,0,0,0
640,1,Small Business,0.1726,500.98,9.33,1650.041667,29101,96.6,1,0,0,0
641,1,Major Purchase,0.1505,346.92,13.96,2294.041667,6365,25.2,1,1,0,0
642,1,Major Purchase,0.1411,154.03,18.1,4440,4321,56.5,2,2,0,0
643,1,All Other,0.1474,328.1,19.81,7050.041667,28594,67,2,0,0,0
