,Transaction_Id,Legal_Entity,Country,Correspondent_Name,Correspondent_Account,Counterparty,Settlement_Currency,Transaction_Date,Settlement_Date,Settlement_Time,Status,Direction,Settlement_Amount,Net_Settlement_Amount,Opening_Balance,Available,Expected,Processing,Anticipated,Collateral,Outlook_Amount,Forecast_Amount
1523,TXN2021101501640906A1,JP_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Commerzbank,CHF,2021-10-15,2021-10-15,10:19:21,Advised,OUT,8837.04,-8837.04,,,-8837.04,,,,-8837.04,-8837.04
1524,TXN2021101501640907A1,HK_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Argenta,CHF,2021-10-15,2021-10-15,10:19:31,Settled,IN,6168.07,6168.07,,6168.07,,,,,6168.07,6168.07
1525,TXN2021101501640908A1,CH_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,10:19:35,Advised,IN,8236.35,8236.35,,,8236.35,,,,8236.35,8236.35
1526,TXN2021101501640909A1,AU_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Macquarie Bank,EUR,2021-10-15,2021-10-15,10:19:36,Contracted,OUT,17739.38,-17739.38,,,-17739.38,,,,-17739.38,-17739.38
1527,TXN2021101501640910A1,HK_BRANCH,HONG KONG,Account 3,RAND-0021,Macquarie Bank,HKD,2021-10-15,2021-10-15,10:19:38,Collateral,IN,22414.17,22414.17,,,,,,22414.17,,22414.17
1528,TXN2021101501640911A1,UK_PLC,UNITED KINGDOM,Account 17,RAND-0035,Macquarie Bank,GBP,2021-10-15,2021-10-15,10:19:38,Settled,OUT,2307.97,-2307.97,,-2307.97,,,,,-2307.97,-2307.97
1529,TXN2021101501640912A1,UK_PLC,UNITED KINGDOM,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0032,Wells Fargo,GBP,2021-10-15,2021-10-15,10:19:42,Matched,IN,7144.91,7144.91,,,7144.91,,,,7144.91,7144.91
1530,TXN2021101501640913A1,HK_BRANCH,HONG KONG,Account 3,RAND-0021,Standard Chartered,HKD,2021-10-15,2021-10-15,10:19:42,Confirm,OUT,81372.23,-81372.23,,,-81372.23,,,,-81372.23,-81372.23
1531,TXN2021101501640914A1,HK_BRANCH,HONG KONG,NORDEA,ATOTI-0024,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,10:19:49,Settled,IN,40630.06,40630.06,,40630.06,,,,,40630.06,40630.06
1532,TXN2021101501640915A1,UK_PLC,UNITED KINGDOM,Account 13,RAND-0031,Argenta,GBP,2021-10-15,2021-10-15,10:19:58,Advised,IN,10685.47,10685.47,,,10685.47,,,,10685.47,10685.47
1533,TXN2021101501640916A1,US_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Commerzbank,JPY,2021-10-15,2021-10-15,10:20:04,Advised,IN,584192.04,584192.04,,,584192.04,,,,584192.04,584192.04
1534,TXN2021101501640917A1,CH_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Sumitomo Mitsui Financial Group,AUD,2021-10-15,2021-10-15,10:20:10,Deal,IN,8770.43,8770.43,,,8770.43,,,,8770.43,8770.43
1535,TXN2021101501640918A1,UK_PLC,UNITED KINGDOM,"J.P Morgan Chase Bank, New York",ATOTI-0036,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,10:20:23,Contracted,OUT,6325.66,-6325.66,,,-6325.66,,,,-6325.66,-6325.66
1536,TXN2021101501640919A1,US_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,HSBC Hong Kong,CHF,2021-10-15,2021-10-15,10:20:26,Cleared,OUT,472.19,-472.19,,-472.19,,-472.19,,,-472.19,-472.19
1537,TXN2021101501640920A1,HK_BRANCH,HONG KONG,Account 6,RAND-0024,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,10:20:28,Advised,OUT,39520.46,-39520.46,,,-39520.46,,,,-39520.46,-39520.46
1538,TXN2021101501640921A1,JP_BRANCH,JAPAN,Bank of China,ATOTI-0028,Wells Fargo,JPY,2021-10-15,2021-10-15,10:20:32,Rejected,OUT,124249.78,-124249.78,,-124249.78,,,,,-124249.78,-124249.78
1539,TXN2021101501640922A1,AU_BRANCH,AUSTRALIA,Account 4,RAND-0004,Standard Chartered,AUD,2021-10-15,2021-10-15,10:20:40,Deal,OUT,16036.07,-16036.07,,,-16036.07,,,,-16036.07,-16036.07
1540,TXN2021101501640923A1,US_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Macquarie Bank,AUD,2021-10-15,2021-10-15,10:20:42,Behavioural,IN,169.88,169.88,,,,,169.88,,,169.88
1541,TXN2021101501640924A1,AU_BRANCH,AUSTRALIA,"Barclays Bank PLC, London",ATOTI-0002,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,10:20:42,Settled,IN,1853.86,1853.86,,1853.86,,,,,1853.86,1853.86
1542,TXN2021101501640925A1,HK_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Sumitomo Mitsui Financial Group,AUD,2021-10-15,2021-10-15,10:21:05,Settled,OUT,2500.16,-2500.16,,-2500.16,,,,,-2500.16,-2500.16
1543,TXN2021101501640926A1,CH_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Julius Baer Group,GBP,2021-10-15,2021-10-15,10:21:07,Settled,IN,1760.36,1760.36,,1760.36,,,,,1760.36,1760.36
1544,TXN2021101501640927A1,JP_BRANCH,JAPAN,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0030,Wells Fargo,JPY,2021-10-15,2021-10-15,10:21:10,Contracted,IN,1599620.19,1599620.19,,,1599620.19,,,,1599620.19,1599620.19
1545,TXN2021101501640928A1,UK_PLC,UNITED KINGDOM,Account 15,RAND-0033,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,10:21:11,Contracted,IN,10016.76,10016.76,,,10016.76,,,,10016.76,10016.76
1546,TXN2021101501640929A1,US_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Argenta,AUD,2021-10-15,2021-10-15,10:21:11,Indicated,OUT,1535.34,-1535.34,,,,,-1535.34,,,-1535.34
1547,TXN2021101501640930A1,HK_BRANCH,HONG KONG,Citibank,ATOTI-0022,Julius Baer Group,HKD,2021-10-15,2021-10-15,10:21:16,Matched,IN,88322.88,88322.88,,,88322.88,,,,88322.88,88322.88
1548,TXN2021101501640931A1,AU_BRANCH,AUSTRALIA,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0003,Société Générale,AUD,2021-10-15,2021-10-15,10:21:24,Contracted,OUT,12296.69,-12296.69,,,-12296.69,,,,-12296.69,-12296.69
1549,TXN2021101501640932A1,US_BRANCH,UNITED STATES,Account 5,RAND-0041,Julius Baer Group,USD,2021-10-15,2021-10-15,10:21:25,Advised,OUT,11390.33,-11390.33,,,-11390.33,,,,-11390.33,-11390.33
1550,TXN2021101501640933A1,UK_PLC,UNITED KINGDOM,Account 17,RAND-0035,Macquarie Bank,GBP,2021-10-15,2021-10-15,10:21:26,Advised,OUT,6455.46,-6455.46,,,-6455.46,,,,-6455.46,-6455.46
1551,TXN2021101501640934A1,HK_BRANCH,HONG KONG,Account 4,RAND-0022,Argenta,HKD,2021-10-15,2021-10-15,10:21:26,Indicated,IN,80455.88,80455.88,,,,,80455.88,,,80455.88
1552,TXN2021101501640935A1,CH_BRANCH,AUSTRALIA,Account 11,RAND-0011,Standard Chartered,CHF,2021-10-15,2021-10-15,10:21:29,Behavioural,OUT,1602.75,-1602.75,,,,,-1602.75,,,-1602.75
1553,TXN2021101501640936A1,AU_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0001,Commerzbank,AUD,2021-10-15,2021-10-15,10:21:35,Matched,OUT,7654.83,-7654.83,,,-7654.83,,,,-7654.83,-7654.83
1554,TXN2021101501640937A1,JP_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Société Générale,GBP,2021-10-15,2021-10-15,10:21:38,Held,OUT,2534.86,-2534.86,,,,-2534.86,,,-2534.86,-2534.86
1555,TXN2021101501640938A1,US_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Commerzbank,AUD,2021-10-15,2021-10-15,10:21:43,Cleared,OUT,2778.61,-2778.61,,-2778.61,,-2778.61,,,-2778.61,-2778.61
1556,TXN2021101501640939A1,UK_PLC,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Julius Baer Group,AUD,2021-10-15,2021-10-15,10:21:45,Collateral,OUT,6022.09,-6022.09,,,,,,-6022.09,,-6022.09
1557,TXN2021101501640940A1,CH_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Argenta,AUD,2021-10-15,2021-10-15,10:22:12,Advised,IN,7804.47,7804.47,,,7804.47,,,,7804.47,7804.47
1558,TXN2021101501640941A1,AU_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0001,Macquarie Bank,AUD,2021-10-15,2021-10-15,10:22:14,Matched,IN,18894.61,18894.61,,,18894.61,,,,18894.61,18894.61
1559,TXN2021101501640942A1,CH_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,10:22:20,Advised,IN,28354.61,28354.61,,,28354.61,,,,28354.61,28354.61
1560,TXN2021101501640943A1,CH_BRANCH,AUSTRALIA,Mizuho Bank Limited,ATOTI-0011,Wells Fargo,CHF,2021-10-15,2021-10-15,10:22:20,Advised,IN,4698.66,4698.66,,,4698.66,,,,4698.66,4698.66
1561,TXN2021101501640944A1,JP_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Macquarie Bank,EUR,2021-10-15,2021-10-15,10:22:20,Cleared,OUT,3724.13,-3724.13,,-3724.13,,-3724.13,,,-3724.13,-3724.13
1562,TXN2021101501640945A1,US_BRANCH,UNITED STATES,"Deutsche Bank AG, Frankfurt am Main",ATOTI-0037,Julius Baer Group,USD,2021-10-15,2021-10-15,10:22:32,Deal,IN,10049.11,10049.11,,,10049.11,,,,10049.11,10049.11
1563,TXN2021101501640946A1,US_BRANCH,UNITED STATES,Account 4,RAND-0040,Macquarie Bank,USD,2021-10-15,2021-10-15,10:22:32,Contracted,OUT,11152.48,-11152.48,,,-11152.48,,,,-11152.48,-11152.48
1564,TXN2021101501640947A1,HK_BRANCH,HONG KONG,Account 4,RAND-0022,Argenta,HKD,2021-10-15,2021-10-15,10:22:41,Deal,IN,107335.7,107335.7,,,107335.7,,,,107335.7,107335.7
1565,TXN2021101501640948A1,EU_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Société Générale,AUD,2021-10-15,2021-10-15,10:22:43,Held,OUT,1275.77,-1275.77,,,,-1275.77,,,-1275.77,-1275.77
1566,TXN2021101501640949A1,AU_BRANCH,AUSTRALIA,Account 3,RAND-0003,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,10:22:46,Held,OUT,1878.66,-1878.66,,,,-1878.66,,,-1878.66,-1878.66
1567,TXN2021101501640950A1,UK_PLC,UNITED STATES,"Citibank NA, New York",36266668,Julius Baer Group,USD,2021-10-15,2021-10-15,10:22:48,Cancel,OUT,4530.42,-4530.42,,-4530.42,,,,,-4530.42,-4530.42
1568,TXN2021101501640951A1,JP_BRANCH,JAPAN,Account 9,RAND-0027,Macquarie Bank,JPY,2021-10-15,2021-10-15,10:22:53,Contracted,OUT,1276181.76,-1276181.76,,,-1276181.76,,,,-1276181.76,-1276181.76
1569,TXN2021101501640952A1,EU_BRANCH,FRANCE,MUFG Bank ltd,ATOTI-0013,Société Générale,EUR,2021-10-15,2021-10-15,10:22:55,Deal,OUT,8036.39,-8036.39,,,-8036.39,,,,-8036.39,-8036.39
1570,TXN2021101501640953A1,UK_PLC,UNITED KINGDOM,"Barclays Bank PLC, London",ATOTI-0031,Argenta,GBP,2021-10-15,2021-10-15,10:23:10,Cleared,OUT,2161.65,-2161.65,,-2161.65,,-2161.65,,,-2161.65,-2161.65
1571,TXN2021101501640954A1,UK_PLC,UNITED KINGDOM,CMB Wing Lung Bank Ltd,ATOTI-0034,Wells Fargo,GBP,2021-10-15,2021-10-15,10:23:26,Contracted,IN,15623.92,15623.92,,,15623.92,,,,15623.92,15623.92
1572,TXN2021101501640955A1,EU_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Commerzbank,HKD,2021-10-15,2021-10-15,10:23:37,Rejected,IN,87048.06,87048.06,,87048.06,,,,,87048.06,87048.06
1573,TXN2021101501640956A1,EU_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Wells Fargo,JPY,2021-10-15,2021-10-15,10:23:46,Cancel,IN,1516261.67,1516261.67,,1516261.67,,,,,1516261.67,1516261.67
1574,TXN2021101501640957A1,US_BRANCH,UNITED STATES,MUFG Bank ltd,ATOTI-0042,HSBC Hong Kong,USD,2021-10-15,2021-10-15,10:23:56,Deal,OUT,6815.77,-6815.77,,,-6815.77,,,,-6815.77,-6815.77
1575,TXN2021101501640958A1,JP_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Standard Chartered,AUD,2021-10-15,2021-10-15,10:23:57,Advised,IN,8915.96,8915.96,,,8915.96,,,,8915.96,8915.96
1576,TXN2021101501640959A1,EU_BRANCH,UNITED STATES,"Citibank NA, New York",36266668,Argenta,USD,2021-10-15,2021-10-15,10:24:04,Advised,OUT,9313.81,-9313.81,,,-9313.81,,,,-9313.81,-9313.81
1577,TXN2021101501640960A1,EU_BRANCH,FRANCE,Account 13,RAND-0013,Julius Baer Group,EUR,2021-10-15,2021-10-15,10:24:05,Settled,OUT,1985.13,-1985.13,,-1985.13,,,,,-1985.13,-1985.13
1578,TXN2021101501640961A1,CH_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Commerzbank,USD,2021-10-15,2021-10-15,10:24:13,Settled,IN,15134.03,15134.03,,15134.03,,,,,15134.03,15134.03
1579,TXN2021101501640962A1,JP_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Argenta,AUD,2021-10-15,2021-10-15,10:24:15,Deal,OUT,16683.12,-16683.12,,,-16683.12,,,,-16683.12,-16683.12
1580,TXN2021101501640963A1,CH_BRANCH,AUSTRALIA,Account 12,RAND-0012,Wells Fargo,CHF,2021-10-15,2021-10-15,10:24:15,Settled,OUT,720.43,-720.43,,-720.43,,,,,-720.43,-720.43
1581,TXN2021101501640964A1,EU_BRANCH,GERMANY,Account 18,RAND-0018,Standard Chartered,EUR,2021-10-15,2021-10-15,10:24:22,Indicated,OUT,6440.36,-6440.36,,,,,-6440.36,,,-6440.36
1582,TXN2021101501640965A1,JP_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Macquarie Bank,HKD,2021-10-15,2021-10-15,10:24:24,Indicated,OUT,58608.58,-58608.58,,,,,-58608.58,,,-58608.58
1583,TXN2021101501640966A1,HK_BRANCH,HONG KONG,DEXIA,ATOTI-0019,HSBC Hong Kong,HKD,2021-10-15,2021-10-15,10:24:31,Settled,IN,22335.08,22335.08,,22335.08,,,,,22335.08,22335.08
1584,TXN2021101501640967A1,UK_PLC,UNITED KINGDOM,Account 16,RAND-0034,Wells Fargo,GBP,2021-10-15,2021-10-15,10:24:36,Confirm,IN,7685.87,7685.87,,,7685.87,,,,7685.87,7685.87
1585,TXN2021101501640968A1,US_BRANCH,UNITED STATES,MUFG Bank ltd,ATOTI-0042,Macquarie Bank,USD,2021-10-15,2021-10-15,10:24:36,Cleared,IN,2391.0,2391.0,,2391.0,,2391.0,,,2391.0,2391.0
1586,TXN2021101501640969A1,AU_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Macquarie Bank,JPY,2021-10-15,2021-10-15,10:24:37,Advised,IN,1535981.03,1535981.03,,,1535981.03,,,,1535981.03,1535981.03
1587,TXN2021101501640970A1,CH_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Commerzbank,EUR,2021-10-15,2021-10-15,10:24:38,Indicated,OUT,2450.97,-2450.97,,,,,-2450.97,,,-2450.97
1588,TXN2021101501640971A1,CH_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATOTI-0012,Julius Baer Group,CHF,2021-10-15,2021-10-15,10:24:41,Matched,OUT,3707.29,-3707.29,,,-3707.29,,,,-3707.29,-3707.29
1589,TXN2021101501640972A1,JP_BRANCH,JAPAN,Bank of China,ATOTI-0028,Argenta,JPY,2021-10-15,2021-10-15,10:24:57,Matched,OUT,624245.96,-624245.96,,,-624245.96,,,,-624245.96,-624245.96
1590,TXN2021101501640973A1,EU_BRANCH,FRANCE,JPMorgan,ATOTI-0015,Standard Chartered,EUR,2021-10-15,2021-10-15,10:25:04,Cancel,OUT,5325.14,-5325.14,,-5325.14,,,,,-5325.14,-5325.14
1591,TXN2021101501640974A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,10:25:10,Held,OUT,3505.35,-3505.35,,,,-3505.35,,,-3505.35,-3505.35
1592,TXN2021101501640975A1,AU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,10:25:13,Settled,IN,4800.27,4800.27,,4800.27,,,,,4800.27,4800.27
1593,TXN2021101501640976A1,HK_BRANCH,HONG KONG,Account 4,RAND-0022,Standard Chartered,HKD,2021-10-15,2021-10-15,10:25:15,Rejected,OUT,35081.23,-35081.23,,-35081.23,,,,,-35081.23,-35081.23
1594,TXN2021101501640977A1,HK_BRANCH,HONG KONG,DEXIA,ATOTI-0019,Macquarie Bank,HKD,2021-10-15,2021-10-15,10:25:26,Cleared,IN,46078.4,46078.4,,46078.4,,46078.4,,,46078.4,46078.4
1595,TXN2021101501640978A1,HK_BRANCH,HONG KONG,Account 2,RAND-0020,HSBC Hong Kong,HKD,2021-10-15,2021-10-15,10:25:27,Deal,OUT,54590.21,-54590.21,,,-54590.21,,,,-54590.21,-54590.21
1596,TXN2021101501640979A1,AU_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Société Générale,CHF,2021-10-15,2021-10-15,10:25:36,Contracted,OUT,23444.66,-23444.66,,,-23444.66,,,,-23444.66,-23444.66
1597,TXN2021101501640980A1,CH_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Standard Chartered,EUR,2021-10-15,2021-10-15,10:25:37,Advised,OUT,6495.47,-6495.47,,,-6495.47,,,,-6495.47,-6495.47
1598,TXN2021101501640981A1,US_BRANCH,UNITED STATES,Account 2,RAND-0038,Sumitomo Mitsui Financial Group,USD,2021-10-15,2021-10-15,10:25:37,Contracted,OUT,12243.13,-12243.13,,,-12243.13,,,,-12243.13,-12243.13
1599,TXN2021101501640982A1,CH_BRANCH,AUSTRALIA,Account 7,RAND-0007,Commerzbank,CHF,2021-10-15,2021-10-15,10:25:48,Confirm,OUT,19264.79,-19264.79,,,-19264.79,,,,-19264.79,-19264.79
1600,TXN2021101501640983A1,US_BRANCH,UNITED STATES,Account 1,RAND-0037,Standard Chartered,USD,2021-10-15,2021-10-15,10:26:00,Confirm,OUT,12105.14,-12105.14,,,-12105.14,,,,-12105.14,-12105.14
1601,TXN2021101501640984A1,JP_BRANCH,JAPAN,Account 8,RAND-0026,Argenta,JPY,2021-10-15,2021-10-15,10:26:20,Held,IN,992732.44,992732.44,,,,992732.44,,,992732.44,992732.44
1602,TXN2021101501640985A1,US_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Wells Fargo,AUD,2021-10-15,2021-10-15,10:26:21,Rejected,OUT,907.02,-907.02,,-907.02,,,,,-907.02,-907.02
1603,TXN2021101501640986A1,CH_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Macquarie Bank,GBP,2021-10-15,2021-10-15,10:26:30,Deal,OUT,5373.44,-5373.44,,,-5373.44,,,,-5373.44,-5373.44
1604,TXN2021101501640987A1,JP_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Argenta,CHF,2021-10-15,2021-10-15,10:26:31,Behavioural,OUT,1324.6,-1324.6,,,,,-1324.6,,,-1324.6
1605,TXN2021101501640988A1,JP_BRANCH,JAPAN,TSB,ATOTI-0026,Julius Baer Group,JPY,2021-10-15,2021-10-15,10:26:33,Held,IN,2511470.63,2511470.63,,,,2511470.63,,,2511470.63,2511470.63
1606,TXN2021101501640989A1,AU_BRANCH,AUSTRALIA,"Citibank NA, New York",ATOTI-0004,Société Générale,AUD,2021-10-15,2021-10-15,10:26:49,Deal,OUT,20894.72,-20894.72,,,-20894.72,,,,-20894.72,-20894.72
1607,TXN2021101501640990A1,JP_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Argenta,GBP,2021-10-15,2021-10-15,10:26:49,Behavioural,OUT,4338.16,-4338.16,,,,,-4338.16,,,-4338.16
1608,TXN2021101501640991A1,AU_BRANCH,AUSTRALIA,Account 3,RAND-0003,Wells Fargo,AUD,2021-10-15,2021-10-15,10:26:57,Held,IN,4206.79,4206.79,,,,4206.79,,,4206.79,4206.79
1609,TXN2021101501640992A1,JP_BRANCH,JAPAN,Account 11,RAND-0029,Commerzbank,JPY,2021-10-15,2021-10-15,10:27:15,Cleared,IN,335418.33,335418.33,,335418.33,,335418.33,,,335418.33,335418.33
1610,TXN2021101501640993A1,US_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,10:27:19,Contracted,OUT,8073.37,-8073.37,,,-8073.37,,,,-8073.37,-8073.37
1611,TXN2021101501640994A1,JP_BRANCH,JAPAN,Lloyds,ATOTI-0025,Wells Fargo,JPY,2021-10-15,2021-10-15,10:27:24,Behavioural,OUT,381078.33,-381078.33,,,,,-381078.33,,,-381078.33
1612,TXN2021101501640995A1,UK_PLC,UNITED STATES,"Citibank NA, New York",36266668,HSBC Hong Kong,USD,2021-10-15,2021-10-15,10:27:27,Cleared,IN,3229.97,3229.97,,3229.97,,3229.97,,,3229.97,3229.97
1613,TXN2021101501640996A1,CH_BRANCH,JAPAN,MUFG Bank ltd,333-0420700,Société Générale,JPY,2021-10-15,2021-10-15,10:27:42,Collateral,OUT,65085.33,-65085.33,,,,,,-65085.33,,-65085.33
1614,TXN2021101501640997A1,UK_PLC,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Wells Fargo,AUD,2021-10-15,2021-10-15,10:27:48,Cleared,IN,5306.89,5306.89,,5306.89,,5306.89,,,5306.89,5306.89
1615,TXN2021101501640998A1,EU_BRANCH,GERMANY,Account 18,RAND-0018,Argenta,EUR,2021-10-15,2021-10-15,10:27:49,Matched,OUT,8202.33,-8202.33,,,-8202.33,,,,-8202.33,-8202.33
1616,TXN2021101501640999A1,UK_PLC,UNITED KINGDOM,"Barclays Bank PLC, London",ATOTI-0031,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,10:27:52,Indicated,OUT,958.72,-958.72,,,,,-958.72,,,-958.72
1617,TXN2021101501641000A1,UK_PLC,UNITED KINGDOM,Account 16,RAND-0034,Macquarie Bank,GBP,2021-10-15,2021-10-15,10:27:55,Advised,IN,3026.43,3026.43,,,3026.43,,,,3026.43,3026.43
1618,TXN2021101501641001A1,HK_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,HSBC Hong Kong,CHF,2021-10-15,2021-10-15,10:28:05,Settled,OUT,3317.32,-3317.32,,-3317.32,,,,,-3317.32,-3317.32
1619,TXN2021101501641002A1,UK_PLC,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Julius Baer Group,HKD,2021-10-15,2021-10-15,10:28:11,Deal,OUT,119523.94,-119523.94,,,-119523.94,,,,-119523.94,-119523.94
1620,TXN2021101501641003A1,CH_BRANCH,AUSTRALIA,Account 7,RAND-0007,Julius Baer Group,CHF,2021-10-15,2021-10-15,10:28:18,Behavioural,OUT,5548.63,-5548.63,,,,,-5548.63,,,-5548.63
1621,TXN2021101501641004A1,HK_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Argenta,CHF,2021-10-15,2021-10-15,10:28:19,Advised,IN,6227.51,6227.51,,,6227.51,,,,6227.51,6227.51
1622,TXN2021101501641005A1,EU_BRANCH,FRANCE,Account 15,RAND-0015,Société Générale,EUR,2021-10-15,2021-10-15,10:28:32,Deal,OUT,5486.92,-5486.92,,,-5486.92,,,,-5486.92,-5486.92
1623,TXN2021101501641006A1,JP_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Wells Fargo,HKD,2021-10-15,2021-10-15,10:28:34,Deal,IN,42642.9,42642.9,,,42642.9,,,,42642.9,42642.9
1624,TXN2021101501641007A1,JP_BRANCH,JAPAN,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0030,Macquarie Bank,JPY,2021-10-15,2021-10-15,10:28:36,Rejected,OUT,348573.04,-348573.04,,-348573.04,,,,,-348573.04,-348573.04
1625,TXN2021101501641008A1,EU_BRANCH,FRANCE,Account 14,RAND-0014,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,10:28:40,Cancel,OUT,4131.72,-4131.72,,-4131.72,,,,,-4131.72,-4131.72
1626,TXN2021101501641009A1,HK_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Commerzbank,GBP,2021-10-15,2021-10-15,10:28:41,Contracted,OUT,7274.63,-7274.63,,,-7274.63,,,,-7274.63,-7274.63
1627,TXN2021101501641010A1,AU_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,10:28:49,Cleared,OUT,75989.17,-75989.17,,-75989.17,,-75989.17,,,-75989.17,-75989.17
1628,TXN2021101501641011A1,UK_PLC,UNITED KINGDOM,"J.P Morgan Chase Bank, New York",ATOTI-0036,Macquarie Bank,GBP,2021-10-15,2021-10-15,10:28:50,Cleared,OUT,1802.0,-1802.0,,-1802.0,,-1802.0,,,-1802.0,-1802.0
1629,TXN2021101501641012A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,Argenta,AUD,2021-10-15,2021-10-15,10:28:52,Cleared,OUT,6854.38,-6854.38,,-6854.38,,-6854.38,,,-6854.38,-6854.38
1630,TXN2021101501641013A1,CH_BRANCH,AUSTRALIA,ING Bank NV/SA,ATOTI-0009,HSBC Hong Kong,CHF,2021-10-15,2021-10-15,10:29:28,Advised,OUT,10891.33,-10891.33,,,-10891.33,,,,-10891.33,-10891.33
1631,TXN2021101501641014A1,EU_BRANCH,FRANCE,"UBS AG, Zurich",ATOTI-0014,Standard Chartered,EUR,2021-10-15,2021-10-15,10:29:28,Advised,OUT,18077.74,-18077.74,,,-18077.74,,,,-18077.74,-18077.74
1632,TXN2021101501641015A1,CH_BRANCH,AUSTRALIA,Mizuho Bank Limited,ATOTI-0011,Société Générale,CHF,2021-10-15,2021-10-15,10:29:29,Cancel,OUT,3192.66,-3192.66,,-3192.66,,,,,-3192.66,-3192.66
1633,TXN2021101501641016A1,HK_BRANCH,HONG KONG,Barclays,ATOTI-0020,Commerzbank,HKD,2021-10-15,2021-10-15,10:29:32,Confirm,OUT,94429.85,-94429.85,,,-94429.85,,,,-94429.85,-94429.85
